path,Statcast,PitchFX,Pre-tracking
gameData.players.ID115378.active,N/A,N/A,bool
gameData.players.ID115378.batSide.code,N/A,N/A,str
gameData.players.ID115378.batSide.description,N/A,N/A,str
gameData.players.ID115378.birthCity,N/A,N/A,str
gameData.players.ID115378.birthCountry,N/A,N/A,str
gameData.players.ID115378.birthDate,N/A,N/A,str
gameData.players.ID115378.birthStateProvince,N/A,N/A,str
gameData.players.ID115378.boxscoreName,N/A,N/A,str
gameData.players.ID115378.currentAge,N/A,N/A,int
gameData.players.ID115378.deathCity,N/A,N/A,str
gameData.players.ID115378.deathCountry,N/A,N/A,str
gameData.players.ID115378.deathDate,N/A,N/A,str
gameData.players.ID115378.deathStateProvince,N/A,N/A,str
gameData.players.ID115378.draftYear,N/A,N/A,int
gameData.players.ID115378.firstLastName,N/A,N/A,str
gameData.players.ID115378.firstName,N/A,N/A,str
gameData.players.ID115378.fullFMLName,N/A,N/A,str
gameData.players.ID115378.fullLFMName,N/A,N/A,str
gameData.players.ID115378.fullName,N/A,N/A,str
gameData.players.ID115378.gender,N/A,N/A,str
gameData.players.ID115378.height,N/A,N/A,str
gameData.players.ID115378.id,N/A,N/A,int
gameData.players.ID115378.initLastName,N/A,N/A,str
gameData.players.ID115378.isPlayer,N/A,N/A,bool
gameData.players.ID115378.isVerified,N/A,N/A,bool
gameData.players.ID115378.lastFirstName,N/A,N/A,str
gameData.players.ID115378.lastInitName,N/A,N/A,str
gameData.players.ID115378.lastName,N/A,N/A,str
gameData.players.ID115378.lastPlayedDate,N/A,N/A,str
gameData.players.ID115378.link,N/A,N/A,str
gameData.players.ID115378.middleName,N/A,N/A,str
gameData.players.ID115378.mlbDebutDate,N/A,N/A,str
gameData.players.ID115378.nameFirstLast,N/A,N/A,str
gameData.players.ID115378.nameSlug,N/A,N/A,str
gameData.players.ID115378.pitchHand.code,N/A,N/A,str
gameData.players.ID115378.pitchHand.description,N/A,N/A,str
gameData.players.ID115378.primaryNumber,N/A,N/A,str
gameData.players.ID115378.primaryPosition.abbreviation,N/A,N/A,str
gameData.players.ID115378.primaryPosition.code,N/A,N/A,str
gameData.players.ID115378.primaryPosition.name,N/A,N/A,str
gameData.players.ID115378.primaryPosition.type,N/A,N/A,str
gameData.players.ID115378.strikeZoneBottom,N/A,N/A,float
gameData.players.ID115378.strikeZoneTop,N/A,N/A,float
gameData.players.ID115378.useLastName,N/A,N/A,str
gameData.players.ID115378.useName,N/A,N/A,str
gameData.players.ID115378.weight,N/A,N/A,int
gameData.players.ID115399.active,N/A,N/A,bool
gameData.players.ID115399.batSide.code,N/A,N/A,str
gameData.players.ID115399.batSide.description,N/A,N/A,str
gameData.players.ID115399.birthCity,N/A,N/A,str
gameData.players.ID115399.birthCountry,N/A,N/A,str
gameData.players.ID115399.birthDate,N/A,N/A,str
gameData.players.ID115399.birthStateProvince,N/A,N/A,str
gameData.players.ID115399.boxscoreName,N/A,N/A,str
gameData.players.ID115399.currentAge,N/A,N/A,int
gameData.players.ID115399.draftYear,N/A,N/A,int
gameData.players.ID115399.firstLastName,N/A,N/A,str
gameData.players.ID115399.firstName,N/A,N/A,str
gameData.players.ID115399.fullFMLName,N/A,N/A,str
gameData.players.ID115399.fullLFMName,N/A,N/A,str
gameData.players.ID115399.fullName,N/A,N/A,str
gameData.players.ID115399.gender,N/A,N/A,str
gameData.players.ID115399.height,N/A,N/A,str
gameData.players.ID115399.id,N/A,N/A,int
gameData.players.ID115399.initLastName,N/A,N/A,str
gameData.players.ID115399.isPlayer,N/A,N/A,bool
gameData.players.ID115399.isVerified,N/A,N/A,bool
gameData.players.ID115399.lastFirstName,N/A,N/A,str
gameData.players.ID115399.lastInitName,N/A,N/A,str
gameData.players.ID115399.lastName,N/A,N/A,str
gameData.players.ID115399.lastPlayedDate,N/A,N/A,str
gameData.players.ID115399.link,N/A,N/A,str
gameData.players.ID115399.middleName,N/A,N/A,str
gameData.players.ID115399.mlbDebutDate,N/A,N/A,str
gameData.players.ID115399.nameFirstLast,N/A,N/A,str
gameData.players.ID115399.nameSlug,N/A,N/A,str
gameData.players.ID115399.pitchHand.code,N/A,N/A,str
gameData.players.ID115399.pitchHand.description,N/A,N/A,str
gameData.players.ID115399.primaryNumber,N/A,N/A,str
gameData.players.ID115399.primaryPosition.abbreviation,N/A,N/A,str
gameData.players.ID115399.primaryPosition.code,N/A,N/A,str
gameData.players.ID115399.primaryPosition.name,N/A,N/A,str
gameData.players.ID115399.primaryPosition.type,N/A,N/A,str
gameData.players.ID115399.strikeZoneBottom,N/A,N/A,float
gameData.players.ID115399.strikeZoneTop,N/A,N/A,float
gameData.players.ID115399.useLastName,N/A,N/A,str
gameData.players.ID115399.useName,N/A,N/A,str
gameData.players.ID115399.weight,N/A,N/A,int
gameData.players.ID115749.active,N/A,N/A,bool
gameData.players.ID115749.batSide.code,N/A,N/A,str
gameData.players.ID115749.batSide.description,N/A,N/A,str
gameData.players.ID115749.birthCity,N/A,N/A,str
gameData.players.ID115749.birthCountry,N/A,N/A,str
gameData.players.ID115749.birthDate,N/A,N/A,str
gameData.players.ID115749.birthStateProvince,N/A,N/A,str
gameData.players.ID115749.boxscoreName,N/A,N/A,str
gameData.players.ID115749.currentAge,N/A,N/A,int
gameData.players.ID115749.draftYear,N/A,N/A,int
gameData.players.ID115749.firstLastName,N/A,N/A,str
gameData.players.ID115749.firstName,N/A,N/A,str
gameData.players.ID115749.fullFMLName,N/A,N/A,str
gameData.players.ID115749.fullLFMName,N/A,N/A,str
gameData.players.ID115749.fullName,N/A,N/A,str
gameData.players.ID115749.gender,N/A,N/A,str
gameData.players.ID115749.height,N/A,N/A,str
gameData.players.ID115749.id,N/A,N/A,int
gameData.players.ID115749.initLastName,N/A,N/A,str
gameData.players.ID115749.isPlayer,N/A,N/A,bool
gameData.players.ID115749.isVerified,N/A,N/A,bool
gameData.players.ID115749.lastFirstName,N/A,N/A,str
gameData.players.ID115749.lastInitName,N/A,N/A,str
gameData.players.ID115749.lastName,N/A,N/A,str
gameData.players.ID115749.lastPlayedDate,N/A,N/A,str
gameData.players.ID115749.link,N/A,N/A,str
gameData.players.ID115749.middleName,N/A,N/A,str
gameData.players.ID115749.mlbDebutDate,N/A,N/A,str
gameData.players.ID115749.nameFirstLast,N/A,N/A,str
gameData.players.ID115749.nameSlug,N/A,N/A,str
gameData.players.ID115749.nickName,N/A,N/A,str
gameData.players.ID115749.pitchHand.code,N/A,N/A,str
gameData.players.ID115749.pitchHand.description,N/A,N/A,str
gameData.players.ID115749.primaryNumber,N/A,N/A,str
gameData.players.ID115749.primaryPosition.abbreviation,N/A,N/A,str
gameData.players.ID115749.primaryPosition.code,N/A,N/A,str
gameData.players.ID115749.primaryPosition.name,N/A,N/A,str
gameData.players.ID115749.primaryPosition.type,N/A,N/A,str
gameData.players.ID115749.strikeZoneBottom,N/A,N/A,float
gameData.players.ID115749.strikeZoneTop,N/A,N/A,float
gameData.players.ID115749.useLastName,N/A,N/A,str
gameData.players.ID115749.useName,N/A,N/A,str
gameData.players.ID115749.weight,N/A,N/A,int
gameData.players.ID116358.active,N/A,N/A,bool
gameData.players.ID116358.batSide.code,N/A,N/A,str
gameData.players.ID116358.batSide.description,N/A,N/A,str
gameData.players.ID116358.birthCity,N/A,N/A,str
gameData.players.ID116358.birthCountry,N/A,N/A,str
gameData.players.ID116358.birthDate,N/A,N/A,str
gameData.players.ID116358.birthStateProvince,N/A,N/A,str
gameData.players.ID116358.boxscoreName,N/A,N/A,str
gameData.players.ID116358.currentAge,N/A,N/A,int
gameData.players.ID116358.firstLastName,N/A,N/A,str
gameData.players.ID116358.firstName,N/A,N/A,str
gameData.players.ID116358.fullFMLName,N/A,N/A,str
gameData.players.ID116358.fullLFMName,N/A,N/A,str
gameData.players.ID116358.fullName,N/A,N/A,str
gameData.players.ID116358.gender,N/A,N/A,str
gameData.players.ID116358.height,N/A,N/A,str
gameData.players.ID116358.id,N/A,N/A,int
gameData.players.ID116358.initLastName,N/A,N/A,str
gameData.players.ID116358.isPlayer,N/A,N/A,bool
gameData.players.ID116358.isVerified,N/A,N/A,bool
gameData.players.ID116358.lastFirstName,N/A,N/A,str
gameData.players.ID116358.lastInitName,N/A,N/A,str
gameData.players.ID116358.lastName,N/A,N/A,str
gameData.players.ID116358.lastPlayedDate,N/A,N/A,str
gameData.players.ID116358.link,N/A,N/A,str
gameData.players.ID116358.middleName,N/A,N/A,str
gameData.players.ID116358.mlbDebutDate,N/A,N/A,str
gameData.players.ID116358.nameFirstLast,N/A,N/A,str
gameData.players.ID116358.nameSlug,N/A,N/A,str
gameData.players.ID116358.pitchHand.code,N/A,N/A,str
gameData.players.ID116358.pitchHand.description,N/A,N/A,str
gameData.players.ID116358.primaryNumber,N/A,N/A,str
gameData.players.ID116358.primaryPosition.abbreviation,N/A,N/A,str
gameData.players.ID116358.primaryPosition.code,N/A,N/A,str
gameData.players.ID116358.primaryPosition.name,N/A,N/A,str
gameData.players.ID116358.primaryPosition.type,N/A,N/A,str
gameData.players.ID116358.strikeZoneBottom,N/A,N/A,float
gameData.players.ID116358.strikeZoneTop,N/A,N/A,float
gameData.players.ID116358.useLastName,N/A,N/A,str
gameData.players.ID116358.useName,N/A,N/A,str
gameData.players.ID116358.weight,N/A,N/A,int
gameData.players.ID116539.active,N/A,bool,N/A
gameData.players.ID116539.batSide.code,N/A,str,N/A
gameData.players.ID116539.batSide.description,N/A,str,N/A
gameData.players.ID116539.birthCity,N/A,str,N/A
gameData.players.ID116539.birthCountry,N/A,str,N/A
gameData.players.ID116539.birthDate,N/A,str,N/A
gameData.players.ID116539.birthStateProvince,N/A,str,N/A
gameData.players.ID116539.boxscoreName,N/A,str,N/A
gameData.players.ID116539.currentAge,N/A,int,N/A
gameData.players.ID116539.draftYear,N/A,int,N/A
gameData.players.ID116539.firstLastName,N/A,str,N/A
gameData.players.ID116539.firstName,N/A,str,N/A
gameData.players.ID116539.fullFMLName,N/A,str,N/A
gameData.players.ID116539.fullLFMName,N/A,str,N/A
gameData.players.ID116539.fullName,N/A,str,N/A
gameData.players.ID116539.gender,N/A,str,N/A
gameData.players.ID116539.height,N/A,str,N/A
gameData.players.ID116539.id,N/A,int,N/A
gameData.players.ID116539.initLastName,N/A,str,N/A
gameData.players.ID116539.isPlayer,N/A,bool,N/A
gameData.players.ID116539.isVerified,N/A,bool,N/A
gameData.players.ID116539.lastFirstName,N/A,str,N/A
gameData.players.ID116539.lastInitName,N/A,str,N/A
gameData.players.ID116539.lastName,N/A,str,N/A
gameData.players.ID116539.lastPlayedDate,N/A,str,N/A
gameData.players.ID116539.link,N/A,str,N/A
gameData.players.ID116539.middleName,N/A,str,N/A
gameData.players.ID116539.mlbDebutDate,N/A,str,N/A
gameData.players.ID116539.nameFirstLast,N/A,str,N/A
gameData.players.ID116539.nameSlug,N/A,str,N/A
gameData.players.ID116539.nickName,N/A,str,N/A
gameData.players.ID116539.pitchHand.code,N/A,str,N/A
gameData.players.ID116539.pitchHand.description,N/A,str,N/A
gameData.players.ID116539.primaryNumber,N/A,str,N/A
gameData.players.ID116539.primaryPosition.abbreviation,N/A,str,N/A
gameData.players.ID116539.primaryPosition.code,N/A,str,N/A
gameData.players.ID116539.primaryPosition.name,N/A,str,N/A
gameData.players.ID116539.primaryPosition.type,N/A,str,N/A
gameData.players.ID116539.strikeZoneBottom,N/A,float,N/A
gameData.players.ID116539.strikeZoneTop,N/A,float,N/A
gameData.players.ID116539.useLastName,N/A,str,N/A
gameData.players.ID116539.useName,N/A,str,N/A
gameData.players.ID116539.weight,N/A,int,N/A
gameData.players.ID117758.active,N/A,N/A,bool
gameData.players.ID117758.batSide.code,N/A,N/A,str
gameData.players.ID117758.batSide.description,N/A,N/A,str
gameData.players.ID117758.birthCity,N/A,N/A,str
gameData.players.ID117758.birthCountry,N/A,N/A,str
gameData.players.ID117758.birthDate,N/A,N/A,str
gameData.players.ID117758.birthStateProvince,N/A,N/A,str
gameData.players.ID117758.boxscoreName,N/A,N/A,str
gameData.players.ID117758.currentAge,N/A,N/A,int
gameData.players.ID117758.draftYear,N/A,N/A,int
gameData.players.ID117758.firstLastName,N/A,N/A,str
gameData.players.ID117758.firstName,N/A,N/A,str
gameData.players.ID117758.fullFMLName,N/A,N/A,str
gameData.players.ID117758.fullLFMName,N/A,N/A,str
gameData.players.ID117758.fullName,N/A,N/A,str
gameData.players.ID117758.gender,N/A,N/A,str
gameData.players.ID117758.height,N/A,N/A,str
gameData.players.ID117758.id,N/A,N/A,int
gameData.players.ID117758.initLastName,N/A,N/A,str
gameData.players.ID117758.isPlayer,N/A,N/A,bool
gameData.players.ID117758.isVerified,N/A,N/A,bool
gameData.players.ID117758.lastFirstName,N/A,N/A,str
gameData.players.ID117758.lastInitName,N/A,N/A,str
gameData.players.ID117758.lastName,N/A,N/A,str
gameData.players.ID117758.lastPlayedDate,N/A,N/A,str
gameData.players.ID117758.link,N/A,N/A,str
gameData.players.ID117758.middleName,N/A,N/A,str
gameData.players.ID117758.mlbDebutDate,N/A,N/A,str
gameData.players.ID117758.nameFirstLast,N/A,N/A,str
gameData.players.ID117758.nameSlug,N/A,N/A,str
gameData.players.ID117758.pitchHand.code,N/A,N/A,str
gameData.players.ID117758.pitchHand.description,N/A,N/A,str
gameData.players.ID117758.primaryNumber,N/A,N/A,str
gameData.players.ID117758.primaryPosition.abbreviation,N/A,N/A,str
gameData.players.ID117758.primaryPosition.code,N/A,N/A,str
gameData.players.ID117758.primaryPosition.name,N/A,N/A,str
gameData.players.ID117758.primaryPosition.type,N/A,N/A,str
gameData.players.ID117758.strikeZoneBottom,N/A,N/A,float
gameData.players.ID117758.strikeZoneTop,N/A,N/A,float
gameData.players.ID117758.useLastName,N/A,N/A,str
gameData.players.ID117758.useName,N/A,N/A,str
gameData.players.ID117758.weight,N/A,N/A,int
gameData.players.ID119869.active,N/A,N/A,bool
gameData.players.ID119869.batSide.code,N/A,N/A,str
gameData.players.ID119869.batSide.description,N/A,N/A,str
gameData.players.ID119869.birthCity,N/A,N/A,str
gameData.players.ID119869.birthCountry,N/A,N/A,str
gameData.players.ID119869.birthDate,N/A,N/A,str
gameData.players.ID119869.birthStateProvince,N/A,N/A,str
gameData.players.ID119869.boxscoreName,N/A,N/A,str
gameData.players.ID119869.currentAge,N/A,N/A,int
gameData.players.ID119869.draftYear,N/A,N/A,int
gameData.players.ID119869.firstLastName,N/A,N/A,str
gameData.players.ID119869.firstName,N/A,N/A,str
gameData.players.ID119869.fullFMLName,N/A,N/A,str
gameData.players.ID119869.fullLFMName,N/A,N/A,str
gameData.players.ID119869.fullName,N/A,N/A,str
gameData.players.ID119869.gender,N/A,N/A,str
gameData.players.ID119869.height,N/A,N/A,str
gameData.players.ID119869.id,N/A,N/A,int
gameData.players.ID119869.initLastName,N/A,N/A,str
gameData.players.ID119869.isPlayer,N/A,N/A,bool
gameData.players.ID119869.isVerified,N/A,N/A,bool
gameData.players.ID119869.lastFirstName,N/A,N/A,str
gameData.players.ID119869.lastInitName,N/A,N/A,str
gameData.players.ID119869.lastName,N/A,N/A,str
gameData.players.ID119869.lastPlayedDate,N/A,N/A,str
gameData.players.ID119869.link,N/A,N/A,str
gameData.players.ID119869.middleName,N/A,N/A,str
gameData.players.ID119869.mlbDebutDate,N/A,N/A,str
gameData.players.ID119869.nameFirstLast,N/A,N/A,str
gameData.players.ID119869.nameSlug,N/A,N/A,str
gameData.players.ID119869.pitchHand.code,N/A,N/A,str
gameData.players.ID119869.pitchHand.description,N/A,N/A,str
gameData.players.ID119869.primaryNumber,N/A,N/A,str
gameData.players.ID119869.primaryPosition.abbreviation,N/A,N/A,str
gameData.players.ID119869.primaryPosition.code,N/A,N/A,str
gameData.players.ID119869.primaryPosition.name,N/A,N/A,str
gameData.players.ID119869.primaryPosition.type,N/A,N/A,str
gameData.players.ID119869.strikeZoneBottom,N/A,N/A,float
gameData.players.ID119869.strikeZoneTop,N/A,N/A,float
gameData.players.ID119869.useLastName,N/A,N/A,str
gameData.players.ID119869.useName,N/A,N/A,str
gameData.players.ID119869.weight,N/A,N/A,int
gameData.players.ID120045.active,N/A,N/A,bool
gameData.players.ID120045.batSide.code,N/A,N/A,str
gameData.players.ID120045.batSide.description,N/A,N/A,str
gameData.players.ID120045.birthCity,N/A,N/A,str
gameData.players.ID120045.birthCountry,N/A,N/A,str
gameData.players.ID120045.birthDate,N/A,N/A,str
gameData.players.ID120045.boxscoreName,N/A,N/A,str
gameData.players.ID120045.currentAge,N/A,N/A,int
gameData.players.ID120045.firstLastName,N/A,N/A,str
gameData.players.ID120045.firstName,N/A,N/A,str
gameData.players.ID120045.fullFMLName,N/A,N/A,str
gameData.players.ID120045.fullLFMName,N/A,N/A,str
gameData.players.ID120045.fullName,N/A,N/A,str
gameData.players.ID120045.gender,N/A,N/A,str
gameData.players.ID120045.height,N/A,N/A,str
gameData.players.ID120045.id,N/A,N/A,int
gameData.players.ID120045.initLastName,N/A,N/A,str
gameData.players.ID120045.isPlayer,N/A,N/A,bool
gameData.players.ID120045.isVerified,N/A,N/A,bool
gameData.players.ID120045.lastFirstName,N/A,N/A,str
gameData.players.ID120045.lastInitName,N/A,N/A,str
gameData.players.ID120045.lastName,N/A,N/A,str
gameData.players.ID120045.lastPlayedDate,N/A,N/A,str
gameData.players.ID120045.link,N/A,N/A,str
gameData.players.ID120045.mlbDebutDate,N/A,N/A,str
gameData.players.ID120045.nameFirstLast,N/A,N/A,str
gameData.players.ID120045.nameSlug,N/A,N/A,str
gameData.players.ID120045.pitchHand.code,N/A,N/A,str
gameData.players.ID120045.pitchHand.description,N/A,N/A,str
gameData.players.ID120045.primaryNumber,N/A,N/A,str
gameData.players.ID120045.primaryPosition.abbreviation,N/A,N/A,str
gameData.players.ID120045.primaryPosition.code,N/A,N/A,str
gameData.players.ID120045.primaryPosition.name,N/A,N/A,str
gameData.players.ID120045.primaryPosition.type,N/A,N/A,str
gameData.players.ID120045.strikeZoneBottom,N/A,N/A,float
gameData.players.ID120045.strikeZoneTop,N/A,N/A,float
gameData.players.ID120045.useLastName,N/A,N/A,str
gameData.players.ID120045.useName,N/A,N/A,str
gameData.players.ID120045.weight,N/A,N/A,int
gameData.players.ID120074.active,N/A,bool,N/A
gameData.players.ID120074.batSide.code,N/A,str,N/A
gameData.players.ID120074.batSide.description,N/A,str,N/A
gameData.players.ID120074.birthCity,N/A,str,N/A
gameData.players.ID120074.birthCountry,N/A,str,N/A
gameData.players.ID120074.birthDate,N/A,str,N/A
gameData.players.ID120074.boxscoreName,N/A,str,N/A
gameData.players.ID120074.currentAge,N/A,int,N/A
gameData.players.ID120074.firstLastName,N/A,str,N/A
gameData.players.ID120074.firstName,N/A,str,N/A
gameData.players.ID120074.fullFMLName,N/A,str,N/A
gameData.players.ID120074.fullLFMName,N/A,str,N/A
gameData.players.ID120074.fullName,N/A,str,N/A
gameData.players.ID120074.gender,N/A,str,N/A
gameData.players.ID120074.height,N/A,str,N/A
gameData.players.ID120074.id,N/A,int,N/A
gameData.players.ID120074.initLastName,N/A,str,N/A
gameData.players.ID120074.isPlayer,N/A,bool,N/A
gameData.players.ID120074.isVerified,N/A,bool,N/A
gameData.players.ID120074.lastFirstName,N/A,str,N/A
gameData.players.ID120074.lastInitName,N/A,str,N/A
gameData.players.ID120074.lastName,N/A,str,N/A
gameData.players.ID120074.lastPlayedDate,N/A,str,N/A
gameData.players.ID120074.link,N/A,str,N/A
gameData.players.ID120074.middleName,N/A,str,N/A
gameData.players.ID120074.mlbDebutDate,N/A,str,N/A
gameData.players.ID120074.nameFirstLast,N/A,str,N/A
gameData.players.ID120074.nameMatrilineal,N/A,str,N/A
gameData.players.ID120074.nameSlug,N/A,str,N/A
gameData.players.ID120074.nickName,N/A,str,N/A
gameData.players.ID120074.pitchHand.code,N/A,str,N/A
gameData.players.ID120074.pitchHand.description,N/A,str,N/A
gameData.players.ID120074.primaryNumber,N/A,str,N/A
gameData.players.ID120074.primaryPosition.abbreviation,N/A,str,N/A
